source,interaction,target
XMetab__22833559___c____,1,XGene3079__5211
XGene3079__5211,1,XMetab__164735___c____
XGene3079__5211_reverse,1,XMetab__22833559___c____
XMetab__164735___c____,1,XGene3079__5211_reverse
XMetab__6133___c____,1,XGene3080__5211
XMetab__22833559___c____,1,XGene3080__5211
XGene3080__5211,1,XMetab__164735___c____
XGene3080__5211_reverse,1,XMetab__6133___c____
XGene3080__5211_reverse,1,XMetab__22833559___c____
XMetab__164735___c____,1,XGene3080__5211_reverse
XMetab__65103___e____,1,XGene3081__3704
XGene3081__3704,1,XMetab__65059___e____
XGene3081__3704_reverse,1,XMetab__65103___e____
XMetab__65059___e____,1,XGene3081__3704_reverse
XMetab__1005___c____,1,XGene3082__5313
XMetab__439220___c____,1,XGene3082__5313
XGene3082__5313,1,XMetab__1060___c____
XGene3082__5313,1,XMetab__65103___c____
XMetab__1198___m____,1,XGene3083__3417
XGene3083__3417,1,XMetab__972___m____
XMetab__1198___m____,1,XGene3083__3418
XGene3083__3418,1,XMetab__972___m____
XMetab__1198___x____,1,XGene3084__3417
XGene3084__3417,1,XMetab__972___x____
XGene3084__3417_reverse,1,XMetab__1198___x____
XMetab__972___x____,1,XGene3084__3417_reverse
XMetab__1198___x____,1,XGene3084__3418
XGene3084__3418,1,XMetab__972___x____
XGene3084__3418_reverse,1,XMetab__1198___x____
XMetab__972___x____,1,XGene3084__3418_reverse
XMetab__1198___m____,1,XGene3085__3421_3420_3419
XGene3085__3421_3420_3419,1,XMetab__972___m____
XGene3085__3421_3420_3419_reverse,1,XMetab__1198___m____
XMetab__972___m____,1,XGene3085__3421_3420_3419_reverse
XMetab__1198___m____,1,XGene3085__3417
XGene3085__3417,1,XMetab__972___m____
XGene3085__3417_reverse,1,XMetab__1198___m____
XMetab__972___m____,1,XGene3085__3417_reverse
XMetab__1198___m____,1,XGene3085__3418
XGene3085__3418,1,XMetab__972___m____
XGene3085__3418_reverse,1,XMetab__1198___m____
XMetab__972___m____,1,XGene3085__3418_reverse
XMetab__1198___m____,1,XGene3086__50
XGene3086__50,1,XMetab__309___m____
XMetab__1198___m____,1,XGene3086__48
XGene3086__48,1,XMetab__309___m____
XMetab__10663___c____,1,XGene3087__1374_1376
XGene3087__1374_1376,1,XMetab__22833583___c____
XGene3087__1374_1376_reverse,1,XMetab__10663___c____
XMetab__22833583___c____,1,XGene3087__1374_1376_reverse
XMetab__10663___m____,1,XGene3088__1374_1376
XGene3088__1374_1376,1,XMetab__22833583___m____
XGene3088__1374_1376_reverse,1,XMetab__10663___m____
XMetab__22833583___m____,1,XGene3088__1374_1376_reverse
XMetab__22833583___x____,1,XGene3089__1374_1376
XGene3089__1374_1376,1,XMetab__10663___x____
XGene3090__1374_1376,1,XMetab__11953816___r____
XMetab__11953816___r____,1,XGene3090__1374_1376_reverse
XGene3091__1374_1376,1,XMetab__11953816___x____
XMetab__11953816___x____,1,XGene3091__1374_1376_reverse
XMetab__5462164___r____,1,XGene3092__1374_1376
XGene3092__1374_1376,1,XMetab__6450015___r____
XMetab__5462164___x____,1,XGene3093__1374_1376
XGene3093__1374_1376,1,XMetab__6450015___x____
XMetab__16061152___r____,1,XGene3094__1374_1376
XGene3094__1374_1376,1,XMetab__arachdcrn___r____
XGene3094__1374_1376_reverse,1,XMetab__16061152___r____
XMetab__arachdcrn___r____,1,XGene3094__1374_1376_reverse
XMetab__16061152___x____,1,XGene3095__1374_1376
XGene3095__1374_1376,1,XMetab__arachdcrn___x____
XMetab__53477852___r____,1,XGene3096__1374_1376
XGene3096__1374_1376,1,XMetab__11953816___r____
XMetab__469___m____,1,XGene3097__51166
XMetab__51___m____,1,XGene3097__51166
XGene3097__51166,1,XMetab__71___m____
XGene3097__51166,1,XMetab__33032___m____
XGene3097__51166_reverse,1,XMetab__469___m____
XGene3097__51166_reverse,1,XMetab__51___m____
XMetab__71___m____,1,XGene3097__51166_reverse
XMetab__33032___m____,1,XGene3097__51166_reverse
XMetab__71___m____,1,XGene3098__4967
XGene3098__4967,1,XMetab__11953879___m____
XMetab__187790___c____,1,XGene3099__1716
XGene3099__1716,1,XMetab__65059___c____
XMetab__119___c____,1,XGene3101__57571
XMetab__6274___c____,1,XGene3101__57571
XGene3101__57571,1,XMetab__HC00576___c____
XMetab__15993___c____,1,XGene3103__50484_6240_6241
XMetab__trdox___c____,1,XGene3103__50484_6240_6241
XGene3103__50484_6240_6241,1,XMetab__trdrd___c____
XMetab__65103___c____,1,XGene3104__50484_6240_6241
XMetab__trdox___c____,1,XGene3104__50484_6240_6241
XGene3104__50484_6240_6241,1,XMetab__6830___c____
XGene3104__50484_6240_6241,1,XMetab__trdrd___c____
XGene3104__50484_6240_6241_reverse,1,XMetab__65103___c____
XGene3104__50484_6240_6241_reverse,1,XMetab__trdox___c____
XMetab__6830___c____,1,XGene3104__50484_6240_6241_reverse
XMetab__trdrd___c____,1,XGene3104__50484_6240_6241_reverse
XMetab__65091___c____,1,XGene3105__50484_6240_6241
XMetab__trdox___c____,1,XGene3105__50484_6240_6241
XGene3105__50484_6240_6241,1,XMetab__6176___c____
XGene3105__50484_6240_6241,1,XMetab__trdrd___c____
XGene3105__50484_6240_6241_reverse,1,XMetab__65091___c____
XGene3105__50484_6240_6241_reverse,1,XMetab__trdox___c____
XMetab__6176___c____,1,XGene3105__50484_6240_6241_reverse
XMetab__trdrd___c____,1,XGene3105__50484_6240_6241_reverse
XMetab__65070___c____,1,XGene3106__50484_6240_6241
XMetab__trdox___c____,1,XGene3106__50484_6240_6241
XGene3106__50484_6240_6241,1,XMetab__6133___c____
XGene3106__50484_6240_6241,1,XMetab__trdrd___c____
XGene3106__50484_6240_6241_reverse,1,XMetab__65070___c____
XGene3106__50484_6240_6241_reverse,1,XMetab__trdox___c____
XMetab__6133___c____,1,XGene3106__50484_6240_6241_reverse
XMetab__trdrd___c____,1,XGene3106__50484_6240_6241_reverse
XMetab__51___m____,1,XGene3108__18
XMetab__5459822___m____,1,XGene3108__18
XGene3108__18,1,XMetab__296___m____
XGene3108__18,1,XMetab__33032___m____
XGene3108__18_reverse,1,XMetab__51___m____
XGene3108__18_reverse,1,XMetab__5459822___m____
XMetab__296___m____,1,XGene3108__18_reverse
XMetab__33032___m____,1,XGene3108__18_reverse
XMetab__449___c____,1,XGene3109__3156
XGene3109__3156_reverse,1,XMetab__449___c____
XMetab__164628___e____,1,XGene3110__953
XGene3110__953,1,XMetab__9700___e____
XGene3110__953_reverse,1,XMetab__164628___e____
XMetab__9700___e____,1,XGene3110__953_reverse
XMetab__164628___e____,1,XGene3110__956
XGene3110__956,1,XMetab__9700___e____
XGene3110__956_reverse,1,XMetab__164628___e____
XMetab__9700___e____,1,XGene3110__956_reverse
XMetab__164628___e____,1,XGene3110__377841
XGene3110__377841,1,XMetab__9700___e____
XGene3110__377841_reverse,1,XMetab__164628___e____
XMetab__9700___e____,1,XGene3110__377841_reverse
XMetab__64968___e____,1,XGene3111__953
XGene3111__953,1,XMetab__164628___e____
XGene3111__953_reverse,1,XMetab__64968___e____
XMetab__164628___e____,1,XGene3111__953_reverse
XMetab__64968___e____,1,XGene3111__956
XGene3111__956,1,XMetab__164628___e____
XGene3111__956_reverse,1,XMetab__64968___e____
XMetab__164628___e____,1,XGene3111__956_reverse
XMetab__64968___e____,1,XGene3111__377841
XGene3111__377841,1,XMetab__164628___e____
XGene3111__377841_reverse,1,XMetab__64968___e____
XMetab__164628___e____,1,XGene3111__377841_reverse
XMetab__1110___m____,1,XGene3114__6389_6390_6391_6392
XGene3114__6389_6390_6391_6392,1,XMetab__444972___m____
XGene3115__6319,1,XMetab__53477852___c____
XGene3115__79966,1,XMetab__53477852___c____
XMetab__439229___c____,1,XGene3116__6319
XGene3116__6319,1,XMetab__5280355___c____
XMetab__439229___c____,1,XGene3116__79966
XGene3116__79966,1,XMetab__5280355___c____
XMetab__98792___c____,1,XGene3117__1719
XGene3117__1719,1,XMetab__6037___c____
XGene3117__1719_reverse,1,XMetab__98792___c____
XMetab__6037___c____,1,XGene3117__1719_reverse
XMetab__6037___m____,1,XGene3118__1719
XGene3118__1719,1,XMetab__98792___m____
XMetab__440714___m____,1,XGene3119__211
XGene3119__211,1,XMetab__137___m____
XGene3119__211_reverse,1,XMetab__440714___m____
XMetab__137___m____,1,XGene3119__211_reverse
XMetab__644350___m____,1,XGene3120__275
XGene3120__275,1,XMetab__143___m____
XMetab__160556___m____,1,XGene3122__10157
XGene3122__10157,1,XMetab__33032___m____
XGene3122__10157,1,XMetab__207___m____
XGene3122__10157_reverse,1,XMetab__160556___m____
XMetab__33032___m____,1,XGene3122__10157_reverse
XMetab__207___m____,1,XGene3122__10157_reverse
XMetab__6175___c____,1,XGene3124__83549
XMetab__65070___c____,1,XGene3124__83549
XGene3124__83549,1,XMetab__6131___c____
XGene3124__83549,1,XMetab__145729___c____
XGene3124__83549_reverse,1,XMetab__6175___c____
XGene3124__83549_reverse,1,XMetab__65070___c____
XMetab__6131___c____,1,XGene3124__83549_reverse
XMetab__145729___c____,1,XGene3124__83549_reverse
XMetab__6175___c____,1,XGene3124__7371
XMetab__65070___c____,1,XGene3124__7371
XGene3124__7371,1,XMetab__6131___c____
XGene3124__7371,1,XMetab__145729___c____
XGene3124__7371_reverse,1,XMetab__6175___c____
XGene3124__7371_reverse,1,XMetab__65070___c____
XMetab__6131___c____,1,XGene3124__7371_reverse
XMetab__145729___c____,1,XGene3124__7371_reverse
XMetab__1015___c____,1,XGene3125__8879
XMetab__984___c____,1,XGene3125__8879
XGene3125__8879,1,XMetab__644260___c____
XMetab__6058___c____,1,XGene3126__84890
XGene3126__84890,1,XMetab__107812___c____
XMetab__439252___m____,1,XGene3127__2639
XMetab__998___c____,1,XGene3128__221
XGene3128__221,1,XMetab__999___c____
XMetab__998___c____,1,XGene3128__220
XGene3128__220,1,XMetab__999___c____
XMetab__998___m____,1,XGene3129__221
XGene3129__221,1,XMetab__999___m____
XMetab__998___m____,1,XGene3129__220
XGene3129__220,1,XMetab__999___m____
XMetab__998___c____,1,XGene3130__221
XGene3130__221,1,XMetab__999___c____
XGene3130__221_reverse,1,XMetab__998___c____
XMetab__999___c____,1,XGene3130__221_reverse
XMetab__998___c____,1,XGene3130__220
XGene3130__220,1,XMetab__999___c____
XGene3130__220_reverse,1,XMetab__998___c____
XMetab__999___c____,1,XGene3130__220_reverse
XMetab__998___m____,1,XGene3131__221
XGene3131__221,1,XMetab__999___m____
XMetab__998___m____,1,XGene3131__220
XGene3131__220,1,XMetab__999___m____
XMetab__249___c____,1,XGene3132__501
XGene3132__501,1,XMetab__247___c____
XGene3132__501_reverse,1,XMetab__249___c____
XMetab__247___c____,1,XGene3132__501_reverse
XMetab__249___c____,1,XGene3133__501
XGene3133__501,1,XMetab__247___c____
XGene3133__501_reverse,1,XMetab__249___c____
XMetab__247___c____,1,XGene3133__501_reverse
XMetab__1076___m____,1,XGene3134__1737
XMetab__11953879___m____,1,XGene3135__1743
XGene3135__1743,1,XMetab__439252___m____
XGene3137__35,1,XMetab__2mp2coa___m____
XMetab__11953835___m____,1,XGene3138__1629
XMetab__123938___c____,1,XGene3139__79017
XGene3139__79017,1,XMetab__5862___c____
XGene3139__79017,1,XMetab__7405___c____
XMetab__221493___r____,1,XGene3141__10998
XGene3141__10998,1,XMetab__439573___r____
XMetab__HC01118___r____,1,XGene3142__2222
XGene3142__2222,1,XMetab__11975273___r____
XGene3142__2222_reverse,1,XMetab__HC01118___r____
XMetab__11975273___r____,1,XGene3142__2222_reverse
XGene3143__79646,1,XMetab__987___c____
XGene3143__80025,1,XMetab__987___c____
XGene3143__53354,1,XMetab__987___c____
XGene3143__55229,1,XMetab__987___c____
XGene3144__79646,1,XMetab__987___m____
XGene3144__80025,1,XMetab__987___m____
XGene3144__53354,1,XMetab__987___m____
XGene3144__55229,1,XMetab__987___m____
XGene3145__5169_83594,1,XMetab__53477721___c____
XMetab__53477721___c____,1,XGene3145__5169_83594_reverse
XGene3145__5167_83594,1,XMetab__53477721___c____
XMetab__53477721___c____,1,XGene3145__5167_83594_reverse
XMetab__378___e____,1,XGene3146__249
XGene3146__249,1,XMetab__4nph___e____
XGene3146__249_reverse,1,XMetab__378___e____
XMetab__4nph___e____,1,XGene3146__249_reverse
XMetab__987___m____,1,XGene3147__80347
XGene3148__5169,1,XMetab__987___c____
XMetab__987___c____,1,XGene3148__5169_reverse
XGene3148__5167,1,XMetab__987___c____
XMetab__987___c____,1,XGene3148__5167_reverse
XMetab__207___c____,1,XGene3149__501
XGene3149__501,1,XMetab__469___c____
XMetab__1100___c____,1,XGene3150__4357
XMetab__mercppyr___c____,1,XGene3150__4357
XGene3150__4357,1,XMetab__1060___c____
XGene3150__4357,1,XMetab__24478___c____
XMetab__1100___c____,1,XGene3150__7263
XMetab__mercppyr___c____,1,XGene3150__7263
XGene3150__7263,1,XMetab__1060___c____
XGene3150__7263,1,XMetab__24478___c____
XMetab__440753___m____,1,XGene3151__26275
XGene3151__26275,1,XMetab__68152___m____
XMetab__439371___m____,1,XGene3152__34_36
XMetab__439371___m____,1,XGene3152__36_35
XMetab__440565___m____,1,XGene3153__1629
XGene3153__1629,1,XMetab__439371___m____
XMetab__6176___c____,1,XGene3154__5211
XMetab__439396___c____,1,XGene3154__5211
XGene3154__5211,1,XMetab__6132___c____
XGene3154__5211,1,XMetab__440117___c____
XGene3154__5211_reverse,1,XMetab__6176___c____
XGene3154__5211_reverse,1,XMetab__439396___c____
XMetab__6132___c____,1,XGene3154__5211_reverse
XMetab__440117___c____,1,XGene3154__5211_reverse
XMetab__8583___c____,1,XGene3155__5211
XMetab__439396___c____,1,XGene3155__5211
XGene3155__5211,1,XMetab__6831___c____
XGene3155__5211,1,XMetab__440117___c____
XGene3155__5211_reverse,1,XMetab__8583___c____
XGene3155__5211_reverse,1,XMetab__439396___c____
XMetab__6831___c____,1,XGene3155__5211_reverse
XMetab__440117___c____,1,XGene3155__5211_reverse
XMetab__5810___c____,1,XGene3156__29920
XGene3156__29920,1,XMetab__11966267___c____
XGene3156__29920_reverse,1,XMetab__5810___c____
XMetab__11966267___c____,1,XGene3156__29920_reverse
XMetab__5810___c____,1,XGene3156__5831
XGene3156__5831,1,XMetab__11966267___c____
XGene3156__5831_reverse,1,XMetab__5810___c____
XMetab__11966267___c____,1,XGene3156__5831_reverse
XMetab__5810___m____,1,XGene3157__29920
XGene3157__29920,1,XMetab__11966267___m____
XGene3157__29920_reverse,1,XMetab__5810___m____
XMetab__11966267___m____,1,XGene3157__29920_reverse
XMetab__5810___m____,1,XGene3157__5831
XGene3157__5831,1,XMetab__11966267___m____
XGene3157__5831_reverse,1,XMetab__5810___m____
XMetab__11966267___m____,1,XGene3157__5831_reverse
XMetab__5810___c____,1,XGene3158__29920
XGene3158__29920,1,XMetab__11966267___c____
XGene3158__29920_reverse,1,XMetab__5810___c____
XMetab__11966267___c____,1,XGene3158__29920_reverse
XMetab__5810___c____,1,XGene3158__5831
XGene3158__5831,1,XMetab__11966267___c____
XGene3158__5831_reverse,1,XMetab__5810___c____
XMetab__11966267___c____,1,XGene3158__5831_reverse
XMetab__5810___m____,1,XGene3159__29920
XGene3159__29920,1,XMetab__11966267___m____
XMetab__5810___m____,1,XGene3159__5831
XGene3159__5831,1,XMetab__11966267___m____
XMetab__16048618___e____,1,XGene3160__2717
XGene3160__2717,1,XMetab__439357___e____
XGene3160__2717,1,XMetab__753___e____
XGene3160__2717_reverse,1,XMetab__16048618___e____
XMetab__439357___e____,1,XGene3160__2717_reverse
XMetab__753___e____,1,XGene3160__2717_reverse
XGene3163__55825,1,XMetab__46173358___m____
XMetab__46173358___m____,1,XGene3163__55825_reverse
XGene3163__51102,1,XMetab__46173358___m____
XGene3164__10449_3032,1,XMetab__440606___m____
XMetab__440606___m____,1,XGene3164__10449_3032_reverse
XGene3164__3032_30,1,XMetab__440606___m____
XMetab__440606___m____,1,XGene3164__3032_30_reverse
XMetab__11953814___m____,1,XGene3165__54677
XGene3165__54677_reverse,1,XMetab__11953814___m____
XGene3166__54677,1,XMetab__11953814___x____
XGene3167__55825,1,XMetab__45266564___m____
XMetab__45266564___m____,1,XGene3167__55825_reverse
XGene3167__51102,1,XMetab__45266564___m____
XMetab__11966197___m____,1,XGene3168__10449_3032
XMetab__11966197___m____,1,XGene3168__3032_30
XMetab__5280493___c____,1,XGene3169__2687
XGene3169__2687,1,XMetab__33032___c____
XGene3169__2687,1,XMetab__6435286___c____
XGene3169__2687_reverse,1,XMetab__5280493___c____
XMetab__33032___c____,1,XGene3169__2687_reverse
XMetab__6435286___c____,1,XGene3169__2687_reverse
XMetab__5280493___c____,1,XGene3169__2678
XGene3169__2678,1,XMetab__33032___c____
XGene3169__2678,1,XMetab__6435286___c____
XGene3169__2678_reverse,1,XMetab__5280493___c____
XMetab__33032___c____,1,XGene3169__2678_reverse
XMetab__6435286___c____,1,XGene3169__2678_reverse
XMetab__5280493___c____,1,XGene3169__728441
XGene3169__728441,1,XMetab__33032___c____
XGene3169__728441,1,XMetab__6435286___c____
XGene3169__728441_reverse,1,XMetab__5280493___c____
XMetab__33032___c____,1,XGene3169__728441_reverse
XMetab__6435286___c____,1,XGene3169__728441_reverse
XMetab__5280493___c____,1,XGene3169__2686
XGene3169__2686,1,XMetab__33032___c____
XGene3169__2686,1,XMetab__6435286___c____
XGene3169__2686_reverse,1,XMetab__5280493___c____
XMetab__33032___c____,1,XGene3169__2686_reverse
XMetab__6435286___c____,1,XGene3169__2686_reverse
XMetab__5280493___c____,1,XGene3169__124975
XGene3169__124975,1,XMetab__33032___c____
XGene3169__124975,1,XMetab__6435286___c____
XGene3169__124975_reverse,1,XMetab__5280493___c____
XMetab__33032___c____,1,XGene3169__124975_reverse
XMetab__6435286___c____,1,XGene3169__124975_reverse
XMetab__5280493___c____,1,XGene3169__124975_91227
XGene3169__124975_91227,1,XMetab__33032___c____
XGene3169__124975_91227,1,XMetab__6435286___c____
XGene3169__124975_91227_reverse,1,XMetab__5280493___c____
XMetab__33032___c____,1,XGene3169__124975_91227_reverse
XMetab__6435286___c____,1,XGene3169__124975_91227_reverse
XMetab__296___c____,1,XGene3170__224
XGene3170__224,1,XMetab__487___c____
XGene3170__224_reverse,1,XMetab__296___c____
XMetab__487___c____,1,XGene3170__224_reverse
XMetab__296___c____,1,XGene3170__217
XGene3170__217,1,XMetab__487___c____
XGene3170__217_reverse,1,XMetab__296___c____
XMetab__487___c____,1,XGene3170__217_reverse
XMetab__296___c____,1,XGene3170__219
XGene3170__219,1,XMetab__487___c____
XGene3170__219_reverse,1,XMetab__296___c____
XMetab__487___c____,1,XGene3170__219_reverse
XMetab__296___c____,1,XGene3170__223
XGene3170__223,1,XMetab__487___c____
XGene3170__223_reverse,1,XMetab__296___c____
XMetab__487___c____,1,XGene3170__223_reverse
XMetab__296___c____,1,XGene3170__501
XGene3170__501,1,XMetab__487___c____
XGene3170__501_reverse,1,XMetab__296___c____
XMetab__487___c____,1,XGene3170__501_reverse
XMetab__296___m____,1,XGene3171__224
XGene3171__224,1,XMetab__487___m____
XGene3171__224_reverse,1,XMetab__296___m____
XMetab__487___m____,1,XGene3171__224_reverse
XMetab__296___m____,1,XGene3171__217
XGene3171__217,1,XMetab__487___m____
XGene3171__217_reverse,1,XMetab__296___m____
XMetab__487___m____,1,XGene3171__217_reverse
XMetab__296___m____,1,XGene3171__219
XGene3171__219,1,XMetab__487___m____
XGene3171__219_reverse,1,XMetab__296___m____
XMetab__487___m____,1,XGene3171__219_reverse
XMetab__296___m____,1,XGene3171__223
XGene3171__223,1,XMetab__487___m____
XGene3171__223_reverse,1,XMetab__296___m____
XMetab__487___m____,1,XGene3171__223_reverse
XMetab__296___m____,1,XGene3171__501
XGene3171__501,1,XMetab__487___m____
XGene3171__501_reverse,1,XMetab__296___m____
XMetab__487___m____,1,XGene3171__501_reverse
XMetab__33032___e____,1,XGene3174__2687
XMetab__439742___e____,1,XGene3174__2687
XGene3174__2687,1,XMetab__53297342___e____
XMetab__33032___e____,1,XGene3174__2678
XMetab__439742___e____,1,XGene3174__2678
XGene3174__2678,1,XMetab__53297342___e____
XMetab__33032___e____,1,XGene3174__728441
XMetab__439742___e____,1,XGene3174__728441
XGene3174__728441,1,XMetab__53297342___e____
XMetab__33032___e____,1,XGene3174__2686
XMetab__439742___e____,1,XGene3174__2686
XGene3174__2686,1,XMetab__53297342___e____
XMetab__33032___e____,1,XGene3174__124975
XMetab__439742___e____,1,XGene3174__124975
XGene3174__124975,1,XMetab__53297342___e____
XMetab__33032___e____,1,XGene3174__124975_91227
XMetab__439742___e____,1,XGene3174__124975_91227
XGene3174__124975_91227,1,XMetab__53297342___e____
XMetab__33032___e____,1,XGene3175__2687
XMetab__439742___e____,1,XGene3175__2687
XGene3175__2687,1,XMetab__HC01700___e____
XMetab__33032___e____,1,XGene3175__2678
XMetab__439742___e____,1,XGene3175__2678
XGene3175__2678,1,XMetab__HC01700___e____
XMetab__33032___e____,1,XGene3175__728441
XMetab__439742___e____,1,XGene3175__728441
XGene3175__728441,1,XMetab__HC01700___e____
XMetab__33032___e____,1,XGene3175__2686
XMetab__439742___e____,1,XGene3175__2686
XGene3175__2686,1,XMetab__HC01700___e____
XMetab__33032___e____,1,XGene3175__124975
XMetab__439742___e____,1,XGene3175__124975
XGene3175__124975,1,XMetab__HC01700___e____
XMetab__33032___e____,1,XGene3175__124975_91227
XMetab__439742___e____,1,XGene3175__124975_91227
XGene3175__124975_91227,1,XMetab__HC01700___e____
XMetab__10133___r____,1,XGene3176__10998
XGene3176__10998,1,XMetab__11953854___r____
XMetab__10133___r____,1,XGene3176__11001
XGene3176__11001,1,XMetab__11953854___r____
XMetab__10133___c____,1,XGene3177__10998
XGene3177__10998,1,XMetab__11953854___c____
XGene3178__55825,1,XMetab__HC01412___m____
XMetab__HC01412___m____,1,XGene3178__55825_reverse
XGene3178__51102,1,XMetab__HC01412___m____
XMetab__439855___m____,1,XGene3180__34
XGene3180__34,1,XMetab__439869___m____
XMetab__439855___m____,1,XGene3180__3712
XGene3180__3712,1,XMetab__439869___m____
XMetab__440566___m____,1,XGene3181__1629
XGene3181__1629,1,XMetab__439855___m____
XMetab__440603___m____,1,XGene3182__3030_1962_1892
XGene3182__3030_1962_1892,1,XMetab__45266564___m____
XGene3182__3030_1962_1892_reverse,1,XMetab__440603___m____
XMetab__45266564___m____,1,XGene3182__3030_1962_1892_reverse
XMetab__45266564___x____,1,XGene3183__3030_1962_1892
XGene3183__3030_1962_1892,1,XMetab__440603___x____
XMetab__fpram___c____,1,XGene3184__2618
XGene3184__2618,1,XMetab__161500___c____
XMetab__2mp2coa___m____,1,XGene3185__3030_1962_1892
XGene3185__3030_1962_1892,1,XMetab__45259165___m____
XMetab__47___m____,1,XGene3186__593_594_641649
XGene3186__593_594_641649,1,XMetab__440565___m____
XMetab__65094___r____,1,XGene3187__80270
XGene3187__80270,1,XMetab__123743___r____
XGene3187__80270_reverse,1,XMetab__65094___r____
XMetab__123743___r____,1,XGene3187__80270_reverse
XMetab__128973___c____,1,XGene3188__6697
XGene3188__6697,1,XMetab__169508___c____
XMetab__11966267___m____,1,XGene3189__8659
XGene3189__8659,1,XMetab__440854___m____
XGene3189__8659_reverse,1,XMetab__11966267___m____
XMetab__440854___m____,1,XGene3189__8659_reverse
XMetab__53477906___c____,1,XGene3190__224
XGene3190__224,1,XMetab__53477686___c____
XGene3190__224_reverse,1,XMetab__53477906___c____
XMetab__53477686___c____,1,XGene3190__224_reverse
XMetab__53477906___c____,1,XGene3190__217
XGene3190__217,1,XMetab__53477686___c____
XGene3190__217_reverse,1,XMetab__53477906___c____
XMetab__53477686___c____,1,XGene3190__217_reverse
XMetab__53477906___c____,1,XGene3190__219
XGene3190__219,1,XMetab__53477686___c____
XGene3190__219_reverse,1,XMetab__53477906___c____
XMetab__53477686___c____,1,XGene3190__219_reverse
XMetab__53477906___c____,1,XGene3190__223
XGene3190__223,1,XMetab__53477686___c____
XGene3190__223_reverse,1,XMetab__53477906___c____
XMetab__53477686___c____,1,XGene3190__223_reverse
XMetab__53477906___c____,1,XGene3190__501
XGene3190__501,1,XMetab__53477686___c____
XGene3190__501_reverse,1,XMetab__53477906___c____
XMetab__53477686___c____,1,XGene3190__501_reverse
XMetab__11953854___x____,1,XGene3191__10449_3032
XMetab__439164___x____,1,XGene3191__10449_3032
XGene3191__10449_3032,1,XMetab__440420___x____
XMetab__11953854___x____,1,XGene3191__3032_30
XMetab__439164___x____,1,XGene3191__3032_30
XGene3191__3032_30,1,XMetab__440420___x____
XMetab__15942889___x____,1,XGene3192__28976
XGene3192__28976,1,XMetab__784___x____
XGene3192__28976,1,XMetab__5280797___x____
XMetab__121885___e____,1,XGene3193__249
XGene3193__249,1,XMetab__65074___e____
XGene3193__249_reverse,1,XMetab__121885___e____
XMetab__65074___e____,1,XGene3193__249_reverse
XMetab__11966179___m____,1,XGene3194__3030_1962_3033
XMetab__11966179___x____,1,XGene3195__3030_1962_3033
XMetab__46173176___m____,1,XGene3196__3030_1962_1892
XGene3196__3030_1962_1892,1,XMetab__11966179___m____
XMetab__46173176___x____,1,XGene3197__3030_1962_1892
XGene3197__3030_1962_1892,1,XMetab__11966179___x____
XMetab__46173488___m____,1,XGene3198__3030_1962_3033
XGene3198__3030_1962_3033,1,XMetab__11966197___m____
XMetab__46173488___x____,1,XGene3199__3030_1962_3033
XGene3199__3030_1962_3033,1,XMetab__11966197___x____
XMetab__HC01412___m____,1,XGene3200__3030_1962_1892
XGene3200__3030_1962_1892,1,XMetab__46173488___m____
XMetab__HC01412___x____,1,XGene3201__3030_1962_1892
XGene3201__3030_1962_1892,1,XMetab__46173488___x____
XMetab__440603___m____,1,XGene3202__3030_1962_3033
XGene3202__3030_1962_3033,1,XMetab__440604___m____
XGene3202__3030_1962_3033_reverse,1,XMetab__440603___m____
XMetab__440604___m____,1,XGene3202__3030_1962_3033_reverse
XMetab__440603___x____,1,XGene3203__3030_1962_3033
XGene3203__3030_1962_3033,1,XMetab__440604___x____
XGene3204__10449_3032,1,XMetab__440604___m____
XMetab__440604___m____,1,XGene3204__10449_3032_reverse
XGene3204__3032_30,1,XMetab__440604___m____
XMetab__440604___m____,1,XGene3204__3032_30_reverse
XGene3205__3030_1962_3033,1,XMetab__440606___m____
XMetab__440606___m____,1,XGene3205__3030_1962_3033_reverse
XGene3206__3030_1962_3033,1,XMetab__440606___x____
XGene3207__3030_1962_1892,1,XMetab__24883423___m____
XMetab__24883423___m____,1,XGene3207__3030_1962_1892_reverse
XMetab__24883423___x____,1,XGene3208__3030_1962_1892
XMetab__11966216___m____,1,XGene3209__3030_1962_3033
XGene3209__3030_1962_3033,1,XMetab__11966162___m____
XMetab__46173358___m____,1,XGene3210__3030_1962_1892
XGene3210__3030_1962_1892,1,XMetab__11966216___m____
XMetab__11966162___m____,1,XGene3211__10449_3032
XGene3211__10449_3032,1,XMetab__440611___m____
XMetab__11966162___m____,1,XGene3211__3032_30
XGene3211__3032_30,1,XMetab__440611___m____
XMetab__11966160___m____,1,XGene3212__3030_1962_3033
XMetab__5280765___m____,1,XGene3213__3030_1962_1892
XGene3213__3030_1962_1892,1,XMetab__11966160___m____
XGene3214__55825,1,XMetab__24883423___m____
XMetab__24883423___m____,1,XGene3214__55825_reverse
XGene3214__51102,1,XMetab__24883423___m____
XMetab__HC01446___e____,1,XGene3215__2720
XGene3215__2720,1,XMetab__5793___e____
XGene3215__2720,1,XMetab__440653___e____
XMetab__53481409___c____,1,XGene3216__130
XGene3216__130,1,XMetab__53477906___c____
XGene3216__130_reverse,1,XMetab__53481409___c____
XMetab__53477906___c____,1,XGene3216__130_reverse
XMetab__53481409___c____,1,XGene3216__128
