X1457,X1956,X5562,X9261,X6198,X207,X29110,X5579,X4067,X208,X5566,X5595,X6714,X127933,X5601,X983,X5578,X1195,X5585,X6885,X6446,X2475,X8317,X5599,X7867,X5594,X9641,X1019,X1459,X120892,X1432,X1017,X51701,X29904,X5347,X5058,X8445,X699,X545,X472,X3551,X9212,X5613,X10000,X225689,X84630,X5596,X891,X84335,X64223,X64798,X5128,X5616,X1950,X5879,X5366,X551
-3.3523485457111626,-1.9767543485900199,-1.9107516105879039,2.378696797023508,1.74404062718297,2.8695675586014566,3.381666014171527,2.771160122899667,1.8971881216810489,1.7742865730130901,4.039483410720243,2.5525603275626403,1.727265130052377,2.1867296062419648,3.1311967005059045,3.314776727289751,2.760071313204542,-1.8490692145101704,2.5066759733518618,2.040612764129675,2.518005396524397,2.207670637433203,1.7526836625890807,2.160099750605531,2.751366099947996,3.196264057908949,2.0602041662236927,1.9623754252256582,-2.019476234828423,2.680579654842862,1.7874212506271114,3.6932586314564886,1.838169357513872,1.9909918432369667,2.1125058206964242,2.458349684597139,2.840623530689629,2.0883717854959976,2.2273233048442136,2.619043898064007,2.481144591297521,3.96030648853541,3.1402267892819378,2.131385386641013,2.2258584676868027,-3.110154347777738,1.9264041287665354,2.05090746184222,2.220868536386353,1.733779412123588,1.733779412123588,1.7258862314340828,3.1402267892819378,2.127337345858316,3.9620112132517677,2.129274629491953,-2.085653263574698
