ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
X476,-2.77890086104824,7.762725780233928,-43.2802856338317,4.688014618442125e-99,6.830906100532021e-95,215.52638118970052
X80221,-4.452018944035878,4.352754734079136,-32.33276390573486,2.845716241001808e-78,1.5369841798923289e-74,168.09578680340556
X6676,3.3597803023379127,3.336776855092176,32.41866407816015,3.164472266609695e-78,1.5369841798923289e-74,167.98905687876774
X148808,-3.801439989452776,3.147741967522297,-32.74377551705048,5.641428081762399e-78,2.0550312144839982e-74,167.41589455019553
X5163,2.714930227603414,2.6339069536682924,31.483671699551063,3.111028170027794e-76,9.066158293094998e-73,163.42785659021195
X3033,-2.432167083636312,4.721475538449108,-31.326489590708775,4.113511302802883e-76,9.989662198856802e-73,163.15057906715379
X30,-2.6364620821349583,4.987493168528083,-30.851903206735603,4.461548527676128e-75,9.28703194239555e-72,160.77958224034035
X5965,1.1712132992729005,3.7618468620190186,30.7748026193078,6.587052650167532e-75,1.1997493020698887e-71,160.39201686480112
X9123,3.5357737933833935,3.8408763031062896,30.703990560645604,9.426437877168669e-75,1.5261402923136075e-71,160.03547372087039
X80303,-3.086037405906633,3.414481330536384,-31.417516671189304,1.5460162915064482e-74,2.2527003383540456e-71,159.54954477970597
X112399,4.475183695578987,4.61770625983057,30.76522470957695,1.8401350917274296e-74,2.437509856505489e-71,159.3721299074363
X5745,-4.499487702135562,4.617047982072877,-30.19143654379438,9.915556187421338e-72,1.203996410057636e-68,153.12353557330357
X164091,-2.096625453364712,3.6942882438749822,-29.293558880951004,1.3355496941640953e-71,1.4969457379742331e-68,152.81479989418673
X5334,-2.7941624269776586,3.0915369354454363,-29.271363985736855,9.331032607301488e-71,9.71160543721357e-68,150.88646130688372
X95,-3.606904782774224,6.174158688299419,-28.808720018862523,1.7050461592332774e-70,1.6562818390792056e-67,150.2794132487767
X9168,2.551796246258995,9.641292365453173,28.748392945087744,2.3452648493755417e-70,2.1358033825156885e-67,149.9620050374141
X5169,4.051079858970901,5.476089661866111,28.981843717586425,6.534542188247478e-70,5.5717543210043576e-67,148.95028234391143
